"rs_frs";"type_transaction";"num_dossier";"code_douane";"code_frs";"num_repertoire";"date_depot";"nbre_total_art";"type_transaction";"val_nette";"emballage";"mise_a_fob";"fret";"autre_frais";"nom_signat_declarant";"date_signat_declarant";"code_pays_provenance";"lib_pays_provenance";"code_pays_achat";"lib_pays_achat";"code_pays_premier_destination";"lib_pays__premier_destination";"code_pays_destination_defi";"lib_pays__destination_defi";"code_devise_ptfn";"code_incoterme";"desig_incoterme";"ptfn";"fob_mont_devise";"code_nat_autoris";"lib_nat_autoris"
"MSC";1;168;"1222506N";"43";1961;"2024-01-20 00:00:00";1;1;10000;0;0;0;0;"BAYRAM KAMOUN";"2024-01-20 00:00:00";"CN";"CHINE";"CN";"CHINE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";10000;9500;"39";"Admission Temporaire : (AT)"
"ZED SRL";1;165;"00004K";"1";1;"2024-01-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-01-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;163;"00004K";"1";1;"2024-01-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-01-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;164;"00004K";"1";1;"2024-01-19 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-01-19 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"MAERSK";1;167;"1283193D";"42";1959;"2024-01-19 00:00:00";1;1;5000;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-19 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";5000;4500;"39";"Admission Temporaire : (AT)"
"ZED SRL";1;161;"00004K";"1";1;"2024-01-18 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON BS";"2024-01-18 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;162;"00004K";"1";1;"2024-01-18 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON BS";"2024-01-18 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"QALEX";1;160;"1283193D";"41";100;"2024-01-16 00:00:00";1;1;90403;0;0;0;0;"NAJEH BEN KRAIEM";"2024-01-16 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"CFR";"C.F.";90403;89000;"";""
"QALEX";1;159;"1283193D";"17";100;"2024-01-15 00:00:00";1;1;90403;0;0;0;0;"NAJEH BEN KRAIEM";"2024-01-15 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"CFR";"C.F.";90403;89000;"";""
"MAS INTERNATIONAL SEN P/C AJANA";2;157;"1283193D";"40";50903;"2024-01-15 00:00:00";1;2;114237.94;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-15 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";114237.94;114237.94;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL SEN P/C AJANA";2;158;"1283193D";"40";50902;"2024-01-15 00:00:00";3;2;114237.94;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-15 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";188964.83;114237.94;"22";"Facture Definitive a l'Export : (FDE)"
"QALEX";1;156;"1283193D";"41";100;"2024-01-13 00:00:00";1;1;90403;0;0;0;0;"NAJEH BEN KRAIEM";"2024-01-13 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"CFR";"C.F.";90403;89000;"";""
"MAS INTERNATIONAL SEN P/C AJANA";2;155;"1283193D";"40";100;"2024-01-13 00:00:00";1;2;188964.83;0;0;0;0;"NAJEH BEN KRAIEM";"2024-01-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";188964.83;188964.83;"";""
"MAS INTERNATIONAL P/C SBPH";2;153;"1283193D";"39";50900;"2024-01-12 00:00:00";4;2;20579.66;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-12 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"BF";"BURKINA FASSO";"EUR";"CFR";"C.F.";20579.66;18297.87;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL P/C SBPH";2;154;"1283193D";"39";50901;"2024-01-12 00:00:00";1;2;9492.35;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-12 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"BF";"BURKINA FASSO";"EUR";"CFR";"C.F.";9492.35;9200;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;152;"1283193D";"18";100;"2024-01-11 00:00:00";1;2;30072.01;0;0;0;0;"NAJEH BEN KRAIEM";"2024-01-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"BF";"BURKINA FASSO";"BF";"BURKINA FASSO";"EUR";"CFR";"C.F.";30072.01;29000;"";""
"ALUCOIL";1;151;"1283193D";"5";1955;"2024-01-10 00:00:00";1;1;10000;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-10 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";10000;9000;"39";"Admission Temporaire : (AT)"
"ASSA ABLOY";1;150;"1283193D";"25";1954;"2024-01-10 00:00:00";1;1;6005.2;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";6005.2;5900;"39";"Admission Temporaire : (AT)"
"ASSA ABLOY";1;149;"1283193D";"25";1953;"2024-01-10 00:00:00";3;1;53942.31;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";53942.31;52000;"39";"Admission Temporaire : (AT)"
"GRANITIFIANDRE ";1;148;"1283193D";"26";1951;"2024-01-09 00:00:00";3;1;3902;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-09 00:00:00";"IT";"ITALIE";"IT";"ITALIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";3902;4000;"33";"Facture Commerciale : (FC)"
"ALUCOIL";1;147;"1283193D";"5";1952;"2024-01-08 00:00:00";1;1;105626.92;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-08 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";105626.92;105626.92;"39";"Admission Temporaire : (AT)"
"ASSA ABLOY";1;146;"1283193D";"37";1937;"2024-01-03 00:00:00";3;1;53942.31;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-03 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";53942.31;52000;"39";"Admission Temporaire : (AT)"
"MAS INTERNATIONAL";2;145;"1283193D";"18";50895;"2024-01-03 00:00:00";3;2;49129.61;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-03 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"BF";"BURKINA FASSO";"EUR";"CFR";"C.F.";49129.61;48000;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;144;"1283193D";"18";100;"2024-01-02 00:00:00";1;2;49129.61;0;0;0;0;"NAJEH BEN KRAIEM";"2024-01-02 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"BF";"BURKINA FASSO";"BF";"BURKINA FASSO";"EUR";"CFR";"C.F.";49129.61;48000;"";""
"ALUMINCO ";1;143;"1283193D";"29";1934;"2023-12-29 00:00:00";4;1;480.38;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-01-02 00:00:00";"DE";"ALLEMAGNE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";480.38;450;"33";"Facture Commerciale : (FC)"
"ALUMINCO ";1;141;"1283193D";"29";1933;"2023-12-29 00:00:00";3;1;480.38;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-29 00:00:00";"DE";"ALLEMAGNE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";480.38;450;"33";"Facture Commerciale : (FC)"
"HYDRO BUILDING SYSTEMS";1;142;"1283193D";"28";100;"2023-12-29 00:00:00";1;1;50953.54;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-29 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";50953.54;48000;"";""
"GRANITIFIANDRE ";1;140;"1283193D";"26";100;"2023-12-28 00:00:00";1;1;3902;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-28 00:00:00";"IT";"ITALIE";"IT";"ITALIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";3902;4050;"";""
"HEXAGON INTERNATIONAL";2;138;"1283193D";"9";50889;"2023-12-28 00:00:00";1;2;215450.64;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-28 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";215450.64;213000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;139;"1283193D";"9";50888;"2023-12-28 00:00:00";7;2;236453.12;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-28 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";236453.12;235000;"22";"Facture Definitive a l'Export : (FDE)"
"TUNITRADE";2;136;"1283193D";"36";50894;"2023-12-27 00:00:00";3;2;94162.2;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"EF";"ENTREPRISES TOTA.EXPORT";"EF";"ENTREPRISES TOTA.EXPORT";"EUR";"EXW";"DEPART USINE";94162.2;95500;"22";"Facture Definitive a l'Export : (FDE)"
"TUNITRADE";2;129;"1283193D";"36";100;"2023-12-27 00:00:00";1;2;94162.2;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"EF";"ENTREPRISES TOTA.EXPORT";"EF";"ENTREPRISES TOTA.EXPORT";"EUR";"EXW";"DEPART USINE";94162.2;95500;"";""
"TUNITRADE";2;135;"1283193D";"36";50893;"2023-12-27 00:00:00";3;2;94162.2;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"EF";"ENTREPRISES TOTA.EXPORT";"EF";"ENTREPRISES TOTA.EXPORT";"EUR";"EXW";"DEPART USINE";94162.2;95500;"22";"Facture Definitive a l'Export : (FDE)"
"TUNITRADE";2;134;"1283193D";"36";100;"2023-12-27 00:00:00";1;2;94162.2;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";94162.2;95500;"";""
"TUNITRADE";2;137;"1283193D";"36";50894;"2023-12-27 00:00:00";3;2;94162.2;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"EF";"ENTREPRISES TOTA.EXPORT";"EF";"ENTREPRISES TOTA.EXPORT";"EUR";"EXW";"DEPART USINE";94162.2;95500;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;130;"1283193D";"14";50892;"2023-12-18 00:00:00";2;2;11400;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";100850;12500;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;131;"1283193D";"14";50890;"2023-12-18 00:00:00";1;2;36625;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";77100;38000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;132;"1283193D";"14";50891;"2023-12-18 00:00:00";1;2;36625;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";30438.5;38000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;133;"1283193D";"14";50892;"2023-12-27 00:00:00";2;2;100850;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";100850;102000;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;128;"1283193D";"13";100;"2023-12-26 00:00:00";1;2;100850;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";100850;102000;"";""
"ALJAWDA AFRICAN JOINT CO ";2;127;"1283193D";"13";100;"2023-12-26 00:00:00";1;2;30438.5;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";30438.5;31500;"";""
"STE ALJAWDA AFRICAN ";2;126;"1283193D";"14";100;"2023-12-26 00:00:00";1;2;77100;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-26 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";77100;78500;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;124;"1283193D";"12";50887;"2023-11-07 00:00:00";2;2;49172.5;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-25 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";50373.13;51000;"22";"Facture Definitive a l'Export : (FDE)"
"ALUCOIL";1;125;"1283193D";"19";100;"2023-12-25 00:00:00";1;1;105626.92;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-25 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";105626.92;105626.92;"";""
"HYDRO BUILDING SYSTEMS ";1;121;"1283193D";"7";1930;"2023-12-23 00:00:00";1;1;3036.88;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-23 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";3036.88;2900;"39";"Admission Temporaire : (AT)"
"ELLERS PROFILS";1;122;"1283193D";"35";1931;"2023-12-23 00:00:00";6;1;25570.45;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-23 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";25570.45;26500;"33";"Facture Commerciale : (FC)"
"ELLERS PROFILS";1;123;"1283193D";"35";1932;"2023-12-23 00:00:00";2;1;2139.75;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-23 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";2139.75;2250;"33";"Facture Commerciale : (FC)"
"HYDRO BUILDING SYSTEMS";1;120;"1283193D";"28";100;"2023-12-22 00:00:00";1;1;3036.88;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";3036.88;2900;"";""
"LIBYAN TUNISIAN JOINT STOCK COMPANY";2;117;"1283193D";"12";100;"2023-12-22 00:00:00";1;2;50373.13;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";50373.13;51500;"";""
"ALUMINCO ";1;118;"1283193D";"29";100;"2023-12-22 00:00:00";1;1;480.38;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-22 00:00:00";"GR";"GRECE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";480.38;460;"";""
"ALUMINCO ";1;119;"1283193D";"29";1929;"2023-12-22 00:00:00";1;1;4679.36;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-22 00:00:00";"FR";"FRANCE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";4679.36;4800;"39";"Admission Temporaire : (AT)"
"HYDRO BUILDING SYSTEMS ";1;115;"1283193D";"7";1923;"2023-12-14 00:00:00";15;1;95263.52;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";95263.52;93000;"39";"Admission Temporaire : (AT)"
"HYDRO BUILDING SYSTEMS ";1;116;"1283193D";"7";1928;"2023-12-22 00:00:00";1;1;5000;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-22 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"TND";"CFR";"C.F.";5000;4500;"39";"Admission Temporaire : (AT)"
"SERTEM GROUPE";2;108;"1283193D";"23";50882;"2023-12-15 00:00:00";1;2;45916.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";49032;47000;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;110;"1283193D";"23";50884;"2023-12-21 00:00:00";1;2;93408;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";93408;95000;"22";"Facture Definitive a l'Export : (FDE)"
"COTE D'IVOIRE NEGOCE IMPORT-EXPORT";2;105;"1283193D";"32";100;"2023-12-21 00:00:00";1;2;131309.72;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";131309.72;129000;"";""
"HEXAGON INTERNATIONAL";2;111;"1283193D";"9";100;"2023-12-21 00:00:00";1;2;451903.76;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"CF";451903.76;430000;"";""
"MAS INTERNATIONAL";2;112;"1283193D";"33";50885;"2023-12-21 00:00:00";3;2;38990.49;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";38990.49;37691.95;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;106;"1283193D";"23";50880;"2023-12-15 00:00:00";1;2;45916.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";49032;47000;"22";"Facture Definitive a l'Export : (FDE)"
"HYDRO BUILDING SYSTEMS ";1;114;"1283193D";"7";1927;"2023-12-14 00:00:00";14;1;95263.52;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";50953.54;93000;"39";"Admission Temporaire : (AT)"
"COTE D'IVOIRE NEGOCE IMPORT-EXPORT";2;113;"1283193D";"34";50886;"2023-12-21 00:00:00";3;2;131309.72;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";131309.72;128000;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;107;"1283193D";"23";50880;"2023-12-15 00:00:00";1;2;45916.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";49032;47000;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;109;"1283193D";"23";50883;"2023-12-21 00:00:00";1;2;93408;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-21 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"EXW";"DEPART USINE";93408;95000;"22";"Facture Definitive a l'Export : (FDE)"
"SERTEM GROUPE";2;103;"1283193D";"23";100;"2023-12-20 00:00:00";1;2;142440;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";142440;144000;"";""
"HEXAGON INTERNATIONAL";2;101;"1283193D";"9";100;"2023-12-20 00:00:00";1;2;415903.76;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";415903.76;410000;"";""
"MAS INTERNATIONAL";2;104;"1283193D";"18";100;"2023-12-20 00:00:00";1;2;38990.49;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";38990.49;37000;"";""
"HYDRO BUILDING SYSTEMS ";1;102;"1283193D";"7";100;"2023-12-20 00:00:00";1;1;50953.54;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-20 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";50953.54;49500;"";""
"STE ALJAWDA AFRICAN ";2;95;"1283193D";"14";50875;"2023-12-18 00:00:00";2;2;45750;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";45750;47000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;96;"1283193D";"14";100;"2023-12-18 00:00:00";1;2;48025;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";48025;50000;"";""
"STE ALJAWDA AFRICAN ";2;97;"1283193D";"14";50877;"2023-12-18 00:00:00";1;2;36625;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";36625;38000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;98;"1283193D";"14";50878;"2023-12-18 00:00:00";1;2;36625;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";36625;38000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;99;"1283193D";"14";50876;"2023-12-18 00:00:00";1;2;11400;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";11400;12500;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;100;"1283193D";"14";50879;"2023-12-18 00:00:00";1;2;11400;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";11400;12500;"22";"Facture Definitive a l'Export : (FDE)"
"ALUMINCO ";1;94;"1283193D";"29";100;"2023-12-16 00:00:00";1;1;4679.36;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-16 00:00:00";"GR";"GRECE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";4679.36;4800;"";""
"SERTEM GROUPE";2;91;"1283193D";"23";50874;"2023-12-15 00:00:00";2;2;45916.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2023-12-15 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"EXW";"DEPART USINE";45916.8;47000;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;92;"1283193D";"14";100;"2023-12-15 00:00:00";1;2;45750;0;0;0;0;"NAJEH BEN KRAIEM";"2023-12-15 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";45750;47000;"";""
